Ref,Label,timestamp,agent.id,agent.ip,agent.name,data.win.system.channel,data.win.system.eventID,data.win.system.processID,data.win.eventdata.threat Name,data.win.eventdata.authenticationPackageName,data.win.eventdata.logonProcessName,data.win.eventdata.ipAddress,data.win.eventdata.destinationIp,data.win.eventdata.destinationPortName,data.win.eventdata.user,data.win.eventdata.parentCommandLine,data.win.eventdata.commandLine,data.win.eventdata.payload,rule.level,rule.id,rule.description,rule.mitre.id,rule.mitre.tactic,rule.mitre.technique
5674,Normal,"May 2, 2025 @ 09:23:38.374",15,10.12.25.3,Windows11,Microsoft-Windows-Sysmon/Operational,13,2848,,,,,,,NT AUTHORITY\\SYSTEM,,,,3,92307,Evidence of new service creation found in registry under HKLM\\System\\CurrentControlSet\\Services\\DevicesFlowUserSvc_786be\\ImagePath binary is: C:\\WINDOWS\\system32\\svchost.exe -k DevicesFlow,"[""T1543.003""]","[""Persistence"", Privilege Escalation]","[""Windows Service""]"
5675,Normal,"May 2, 2025 @ 09:23:38.374",15,10.12.25.3,Windows11,Microsoft-Windows-Sysmon/Operational,13,2848,,,,,,,NT AUTHORITY\\SYSTEM,,,,3,92307,Evidence of new service creation found in registry under HKLM\\System\\CurrentControlSet\\Services\\DevicesFlowUserSvc_786be\\ImagePath binary is: C:\\WINDOWS\\system32\\svchost.exe -k DevicesFlow,"[""T1543.003""]","[""Persistence"", Privilege Escalation]","[""Windows Service""]"
5676,Normal,"May 2, 2025 @ 09:23:38.376",15,10.12.25.3,Windows11,Security,4688,4,,,,,,,,,\\??\\C:\\WINDOWS\\system32\\conhost.exe 0xffffffff -ForceV1,,3,67027,A process was created.,,,
5677,Normal,"May 2, 2025 @ 09:23:38.376",15,10.12.25.3,Windows11,Microsoft-Windows-Sysmon/Operational,13,2848,,,,,,,NT AUTHORITY\\SYSTEM,,,,3,92307,Evidence of new service creation found in registry under HKLM\\System\\CurrentControlSet\\Services\\MessagingService_786be\\ImagePath binary is: C:\\WINDOWS\\system32\\svchost.exe -k UnistackSvcGroup,"[""T1543.003""]","[""Persistence"", Privilege Escalation]","[""Windows Service""]"
5678,Normal,"May 2, 2025 @ 09:23:38.376",15,10.12.25.3,Windows11,Security,4688,4,,,,,,,,,\\??\\C:\\WINDOWS\\system32\\conhost.exe 0xffffffff -ForceV1,,3,67027,A process was created.,,,
5679,Normal,"May 2, 2025 @ 09:23:38.376",15,10.12.25.3,Windows11,Microsoft-Windows-Sysmon/Operational,13,2848,,,,,,,NT AUTHORITY\\SYSTEM,,,,3,92307,Evidence of new service creation found in registry under HKLM\\System\\CurrentControlSet\\Services\\MessagingService_786be\\ImagePath binary is: C:\\WINDOWS\\system32\\svchost.exe -k UnistackSvcGroup,"[""T1543.003""]","[""Persistence"", Privilege Escalation]","[""Windows Service""]"
5680,Normal,"May 2, 2025 @ 09:23:38.377",15,10.12.25.3,Windows11,Security,4688,4,,,,,,,,,C:\\WINDOWS\\system32\\net1 accounts,,3,67027,A process was created.,,,
5681,Normal,"May 2, 2025 @ 09:23:38.377",15,10.12.25.3,Windows11,Security,4688,4,,,,,,,,,C:\\WINDOWS\\system32\\net1 accounts,,3,67027,A process was created.,,,
5682,Normal,"May 2, 2025 @ 09:23:38.410",16,10.12.25.5,Windows11EWS,Security,4688,4,,,,,,,,,"\""C:\\Program Files\\Common Files\\Siemens\\Automation\\Simatic OAM\\bin\\TC.exe\"" -flush",,3,67027,A process was created.,,,
5683,Normal,"May 2, 2025 @ 09:23:38.410",16,10.12.25.5,Windows11EWS,Security,4688,4,,,,,,,,,"\""C:\\Program Files\\Common Files\\Siemens\\Automation\\Simatic OAM\\bin\\TC.exe\"" -flush",,3,67027,A process was created.,,,
5684,Normal,"May 2, 2025 @ 09:23:38.425",16,10.12.25.5,Windows11EWS,Microsoft-Windows-Sysmon/Operational,1,2884,,,,,,,NT AUTHORITY\\SYSTEM,"\""C:\\Program Files (x86)\\ossec-agent\\wazuh-agent.exe\""",net.exe accounts,,3,92031,Discovery activity executed,"[""T1087""]","[""Discovery""]","[""Account Discovery""]"
5685,Normal,"May 2, 2025 @ 09:23:38.425",16,10.12.25.5,Windows11EWS,Microsoft-Windows-Sysmon/Operational,1,2884,,,,,,,NT AUTHORITY\\SYSTEM,"\""C:\\Program Files (x86)\\ossec-agent\\wazuh-agent.exe\""",net.exe accounts,,3,92031,Discovery activity executed,"[""T1087""]","[""Discovery""]","[""Account Discovery""]"
5686,Normal,"May 2, 2025 @ 09:23:38.426",15,10.12.25.3,Windows11,Security,4688,4,,,,,,,,,net.exe accounts,,3,67027,A process was created.,,,
5687,Normal,"May 2, 2025 @ 09:23:38.426",15,10.12.25.3,Windows11,Security,4688,4,,,,,,,,,net.exe accounts,,3,67027,A process was created.,,,
5688,Normal,"May 2, 2025 @ 09:23:38.427",15,10.12.25.3,Windows11,Microsoft-Windows-Sysmon/Operational,13,2848,,,,,,,NT AUTHORITY\\SYSTEM,,,,3,92307,Evidence of new service creation found in registry under HKLM\\System\\CurrentControlSet\\Services\\NPSMSvc_786be\\ImagePath binary is: C:\\WINDOWS\\system32\\svchost.exe -k LocalService -p,"[""T1543.003""]","[""Persistence"", Privilege Escalation]","[""Windows Service""]"
5689,Normal,"May 2, 2025 @ 09:23:38.427",15,10.12.25.3,Windows11,Microsoft-Windows-Sysmon/Operational,13,2848,,,,,,,NT AUTHORITY\\SYSTEM,,,,3,92307,Evidence of new service creation found in registry under HKLM\\System\\CurrentControlSet\\Services\\NPSMSvc_786be\\ImagePath binary is: C:\\WINDOWS\\system32\\svchost.exe -k LocalService -p,"[""T1543.003""]","[""Persistence"", Privilege Escalation]","[""Windows Service""]"
5690,Normal,"May 2, 2025 @ 09:23:38.428",16,10.12.25.5,Windows11EWS,Security,4688,4,,,,,,,,,net.exe accounts,,3,67027,A process was created.,,,
5691,Normal,"May 2, 2025 @ 09:23:38.428",16,10.12.25.5,Windows11EWS,Security,4688,4,,,,,,,,,net.exe accounts,,3,67027,A process was created.,,,
5692,Normal,"May 2, 2025 @ 09:23:38.431",16,10.12.25.5,Windows11EWS,Microsoft-Windows-Sysmon/Operational,1,2884,,,,,,,NT AUTHORITY\\SYSTEM,net.exe accounts,C:\\WINDOWS\\system32\\net1 accounts,,3,92031,Discovery activity executed,"[""T1087""]","[""Discovery""]","[""Account Discovery""]"
5693,Normal,"May 2, 2025 @ 09:23:38.431",16,10.12.25.5,Windows11EWS,Microsoft-Windows-Sysmon/Operational,1,2884,,,,,,,NT AUTHORITY\\SYSTEM,net.exe accounts,C:\\WINDOWS\\system32\\net1 accounts,,3,92031,Discovery activity executed,"[""T1087""]","[""Discovery""]","[""Account Discovery""]"
5694,Normal,"May 2, 2025 @ 09:23:38.446",15,10.12.25.3,Windows11,Security,4688,4,,,,,,,,,"C:\\WINDOWS\\system32\\wevtutil.exe install-manifest \""C:\\ProgramData\\Microsoft\\Windows Defender\\Platform\\4.18.25030.2-0\\Microsoft-Antimalware-Protection.man\"" \""/resourceFilePath:C:\\ProgramData\\Microsoft\\Windows Defender\\Platform\\4.18.25030.2-0\\MpClient.dll\"" \""/messageFilePath:C:\\ProgramData\\Microsoft\\Windows Defender\\Platform\\4.18.25030.2-0\\MpClient.dll\"" \""/parameterFilePath:C:\\ProgramData\\Microsoft\\Windows Defender\\Platform\\4.18.25030.2-0\\MpClient.dll\""",,3,67027,A process was created.,,,
5695,Normal,"May 2, 2025 @ 09:23:38.446",15,10.12.25.3,Windows11,Security,4688,4,,,,,,,,,"C:\\WINDOWS\\system32\\wevtutil.exe install-manifest \""C:\\ProgramData\\Microsoft\\Windows Defender\\Platform\\4.18.25030.2-0\\Microsoft-Antimalware-Protection.man\"" \""/resourceFilePath:C:\\ProgramData\\Microsoft\\Windows Defender\\Platform\\4.18.25030.2-0\\MpClient.dll\"" \""/messageFilePath:C:\\ProgramData\\Microsoft\\Windows Defender\\Platform\\4.18.25030.2-0\\MpClient.dll\"" \""/parameterFilePath:C:\\ProgramData\\Microsoft\\Windows Defender\\Platform\\4.18.25030.2-0\\MpClient.dll\""",,3,67027,A process was created.,,,
5696,Normal,"May 2, 2025 @ 09:23:38.450",15,10.12.25.3,Windows11,Security,4688,4,,,,,,,,,\\??\\C:\\WINDOWS\\system32\\conhost.exe 0xffffffff -ForceV1,,3,67027,A process was created.,,,
5697,Normal,"May 2, 2025 @ 09:23:38.450",15,10.12.25.3,Windows11,Microsoft-Windows-Sysmon/Operational,13,2848,,,,,,,NT AUTHORITY\\SYSTEM,,,,3,92307,Evidence of new service creation found in registry under HKLM\\System\\CurrentControlSet\\Services\\OneSyncSvc_786be\\ImagePath binary is: C:\\WINDOWS\\system32\\svchost.exe -k UnistackSvcGroup,"[""T1543.003""]","[""Persistence"", Privilege Escalation]","[""Windows Service""]"
5698,Normal,"May 2, 2025 @ 09:23:38.450",15,10.12.25.3,Windows11,Security,4688,4,,,,,,,,,\\??\\C:\\WINDOWS\\system32\\conhost.exe 0xffffffff -ForceV1,,3,67027,A process was created.,,,
5699,Normal,"May 2, 2025 @ 09:23:38.450",15,10.12.25.3,Windows11,Microsoft-Windows-Sysmon/Operational,13,2848,,,,,,,NT AUTHORITY\\SYSTEM,,,,3,92307,Evidence of new service creation found in registry under HKLM\\System\\CurrentControlSet\\Services\\OneSyncSvc_786be\\ImagePath binary is: C:\\WINDOWS\\system32\\svchost.exe -k UnistackSvcGroup,"[""T1543.003""]","[""Persistence"", Privilege Escalation]","[""Windows Service""]"
5700,Normal,"May 2, 2025 @ 09:23:38.453",16,10.12.25.5,Windows11EWS,Microsoft-Windows-Sysmon/Operational,1,2884,,,,,,,NT AUTHORITY\\SYSTEM,"\""C:\\Program Files (x86)\\ossec-agent\\wazuh-agent.exe\""",net.exe accounts,,3,92031,Discovery activity executed,"[""T1087""]","[""Discovery""]","[""Account Discovery""]"
5701,Normal,"May 2, 2025 @ 09:23:38.453",16,10.12.25.5,Windows11EWS,Microsoft-Windows-Sysmon/Operational,1,2884,,,,,,,NT AUTHORITY\\SYSTEM,"\""C:\\Program Files (x86)\\ossec-agent\\wazuh-agent.exe\""",net.exe accounts,,3,92031,Discovery activity executed,"[""T1087""]","[""Discovery""]","[""Account Discovery""]"
5702,Normal,"May 2, 2025 @ 09:23:38.456",15,10.12.25.3,Windows11,Microsoft-Windows-Sysmon/Operational,13,2848,,,,,,,NT AUTHORITY\\SYSTEM,,,,3,92307,Evidence of new service creation found in registry under HKLM\\System\\CurrentControlSet\\Services\\P9RdrService_786be\\ImagePath binary is: C:\\WINDOWS\\system32\\svchost.exe -k P9RdrService -p,"[""T1543.003""]","[""Persistence"", Privilege Escalation]","[""Windows Service""]"
5703,Normal,"May 2, 2025 @ 09:23:38.456",15,10.12.25.3,Windows11,Microsoft-Windows-Sysmon/Operational,13,2848,,,,,,,NT AUTHORITY\\SYSTEM,,,,3,92307,Evidence of new service creation found in registry under HKLM\\System\\CurrentControlSet\\Services\\P9RdrService_786be\\ImagePath binary is: C:\\WINDOWS\\system32\\svchost.exe -k P9RdrService -p,"[""T1543.003""]","[""Persistence"", Privilege Escalation]","[""Windows Service""]"
5704,Normal,"May 2, 2025 @ 09:23:38.539",15,10.12.25.3,Windows11,Microsoft-Windows-Sysmon/Operational,13,2848,,,,,,,NT AUTHORITY\\SYSTEM,,,,3,92307,Evidence of new service creation found in registry under HKLM\\System\\CurrentControlSet\\Services\\PenService_786be\\ImagePath binary is: C:\\WINDOWS\\system32\\svchost.exe -k PenService,"[""T1543.003""]","[""Persistence"", Privilege Escalation]","[""Windows Service""]"
5705,Normal,"May 2, 2025 @ 09:23:38.539",15,10.12.25.3,Windows11,Microsoft-Windows-Sysmon/Operational,13,2848,,,,,,,NT AUTHORITY\\SYSTEM,,,,3,92307,Evidence of new service creation found in registry under HKLM\\System\\CurrentControlSet\\Services\\PenService_786be\\ImagePath binary is: C:\\WINDOWS\\system32\\svchost.exe -k PenService,"[""T1543.003""]","[""Persistence"", Privilege Escalation]","[""Windows Service""]"
5706,Normal,"May 2, 2025 @ 09:23:38.541",15,10.12.25.3,Windows11,Microsoft-Windows-Sysmon/Operational,13,2848,,,,,,,NT AUTHORITY\\SYSTEM,,,,3,92307,Evidence of new service creation found in registry under HKLM\\System\\CurrentControlSet\\Services\\PimIndexMaintenanceSvc_786be\\ImagePath binary is: C:\\WINDOWS\\system32\\svchost.exe -k UnistackSvcGroup,"[""T1543.003""]","[""Persistence"", Privilege Escalation]","[""Windows Service""]"
5707,Normal,"May 2, 2025 @ 09:23:38.541",15,10.12.25.3,Windows11,Microsoft-Windows-Sysmon/Operational,13,2848,,,,,,,NT AUTHORITY\\SYSTEM,,,,3,92307,Evidence of new service creation found in registry under HKLM\\System\\CurrentControlSet\\Services\\PimIndexMaintenanceSvc_786be\\ImagePath binary is: C:\\WINDOWS\\system32\\svchost.exe -k UnistackSvcGroup,"[""T1543.003""]","[""Persistence"", Privilege Escalation]","[""Windows Service""]"
5708,Normal,"May 2, 2025 @ 09:23:38.542",16,10.12.25.5,Windows11EWS,Microsoft-Windows-Sysmon/Operational,1,2884,,,,,,,NT AUTHORITY\\SYSTEM,net.exe accounts,C:\\WINDOWS\\system32\\net1 accounts,,3,92031,Discovery activity executed,"[""T1087""]","[""Discovery""]","[""Account Discovery""]"
5709,Normal,"May 2, 2025 @ 09:23:38.542",16,10.12.25.5,Windows11EWS,Microsoft-Windows-Sysmon/Operational,1,2884,,,,,,,NT AUTHORITY\\SYSTEM,net.exe accounts,C:\\WINDOWS\\system32\\net1 accounts,,3,92031,Discovery activity executed,"[""T1087""]","[""Discovery""]","[""Account Discovery""]"
5710,Normal,"May 2, 2025 @ 09:23:38.551",15,10.12.25.3,Windows11,Microsoft-Windows-Sysmon/Operational,13,2848,,,,,,,NT AUTHORITY\\SYSTEM,,,,3,92307,Evidence of new service creation found in registry under HKLM\\System\\CurrentControlSet\\Services\\PrintWorkflowUserSvc_786be\\ImagePath binary is: C:\\WINDOWS\\system32\\svchost.exe -k PrintWorkflow,"[""T1543.003""]","[""Persistence"", Privilege Escalation]","[""Windows Service""]"
5711,Normal,"May 2, 2025 @ 09:23:38.551",15,10.12.25.3,Windows11,Microsoft-Windows-Sysmon/Operational,13,2848,,,,,,,NT AUTHORITY\\SYSTEM,,,,3,92307,Evidence of new service creation found in registry under HKLM\\System\\CurrentControlSet\\Services\\PrintWorkflowUserSvc_786be\\ImagePath binary is: C:\\WINDOWS\\system32\\svchost.exe -k PrintWorkflow,"[""T1543.003""]","[""Persistence"", Privilege Escalation]","[""Windows Service""]"
5712,Normal,"May 2, 2025 @ 09:23:38.555",15,10.12.25.3,Windows11,Security,4688,4,,,,,,,,,\\??\\C:\\WINDOWS\\system32\\conhost.exe 0xffffffff -ForceV1,,3,67027,A process was created.,,,
5713,Normal,"May 2, 2025 @ 09:23:38.555",15,10.12.25.3,Windows11,Security,4688,4,,,,,,,,,\\??\\C:\\WINDOWS\\system32\\conhost.exe 0xffffffff -ForceV1,,3,67027,A process was created.,,,
5714,Normal,"May 2, 2025 @ 09:23:38.558",15,10.12.25.3,Windows11,Microsoft-Windows-Windows Defender/Operational,5007,2144,,,,,,,,,,,5,62154,Windows Defender: Antimalware platform feature configuration changed,,,
5715,Normal,"May 2, 2025 @ 09:23:38.558",15,10.12.25.3,Windows11,Microsoft-Windows-Windows Defender/Operational,5007,2144,,,,,,,,,,,5,62154,Windows Defender: Antimalware platform feature configuration changed,,,
5716,Normal,"May 2, 2025 @ 09:23:38.559",15,10.12.25.3,Windows11,Security,4688,4,,,,,,,,,AggregatorHost.exe,,3,67027,A process was created.,,,
5717,Normal,"May 2, 2025 @ 09:23:38.559",15,10.12.25.3,Windows11,Security,4688,4,,,,,,,,,AggregatorHost.exe,,3,67027,A process was created.,,,
5718,Normal,"May 2, 2025 @ 09:23:38.559",15,10.12.25.3,Windows11,Microsoft-Windows-Sysmon/Operational,13,2848,,,,,,,NT AUTHORITY\\SYSTEM,,,,3,92307,Evidence of new service creation found in registry under HKLM\\System\\CurrentControlSet\\Services\\UdkUserSvc_786be\\ImagePath binary is: C:\\WINDOWS\\system32\\svchost.exe -k UdkSvcGroup,"[""T1543.003""]","[""Persistence"", Privilege Escalation]","[""Windows Service""]"
5719,Normal,"May 2, 2025 @ 09:23:38.559",15,10.12.25.3,Windows11,Microsoft-Windows-Sysmon/Operational,13,2848,,,,,,,NT AUTHORITY\\SYSTEM,,,,3,92307,Evidence of new service creation found in registry under HKLM\\System\\CurrentControlSet\\Services\\UdkUserSvc_786be\\ImagePath binary is: C:\\WINDOWS\\system32\\svchost.exe -k UdkSvcGroup,"[""T1543.003""]","[""Persistence"", Privilege Escalation]","[""Windows Service""]"
5720,Normal,"May 2, 2025 @ 09:23:38.560",15,10.12.25.3,Windows11,Microsoft-Windows-Windows Defender/Operational,5007,2144,,,,,,,,,,,5,62154,Windows Defender: Antimalware platform feature configuration changed,,,
5721,Normal,"May 2, 2025 @ 09:23:38.560",15,10.12.25.3,Windows11,Microsoft-Windows-Windows Defender/Operational,5007,2144,,,,,,,,,,,5,62154,Windows Defender: Antimalware platform feature configuration changed,,,
5722,Normal,"May 2, 2025 @ 09:23:38.560",15,10.12.25.3,Windows11,Microsoft-Windows-Windows Defender/Operational,5007,2144,,,,,,,,,,,5,62154,Windows Defender: Antimalware platform feature configuration changed,,,
5723,Normal,"May 2, 2025 @ 09:23:38.560",15,10.12.25.3,Windows11,Microsoft-Windows-Windows Defender/Operational,5007,2144,,,,,,,,,,,5,62154,Windows Defender: Antimalware platform feature configuration changed,,,
5724,Normal,"May 2, 2025 @ 09:23:38.570",16,10.12.25.5,Windows11EWS,Microsoft-Windows-Sysmon/Operational,1,2884,,,,,,,NT AUTHORITY\\SYSTEM,"\""C:\\Program Files (x86)\\ossec-agent\\wazuh-agent.exe\""",net.exe accounts,,3,92031,Discovery activity executed,"[""T1087""]","[""Discovery""]","[""Account Discovery""]"
5725,Normal,"May 2, 2025 @ 09:23:38.570",16,10.12.25.5,Windows11EWS,Microsoft-Windows-Sysmon/Operational,1,2884,,,,,,,NT AUTHORITY\\SYSTEM,"\""C:\\Program Files (x86)\\ossec-agent\\wazuh-agent.exe\""",net.exe accounts,,3,92031,Discovery activity executed,"[""T1087""]","[""Discovery""]","[""Account Discovery""]"
5726,Normal,"May 2, 2025 @ 09:23:38.576",15,10.12.25.3,Windows11,Microsoft-Windows-Windows Defender/Operational,5007,2144,,,,,,,,,,,5,62154,Windows Defender: Antimalware platform feature configuration changed,,,
5727,Normal,"May 2, 2025 @ 09:23:38.576",15,10.12.25.3,Windows11,Microsoft-Windows-Sysmon/Operational,13,2848,,,,,,,NT AUTHORITY\\SYSTEM,,,,3,92307,Evidence of new service creation found in registry under HKLM\\System\\CurrentControlSet\\Services\\UnistoreSvc_786be\\ImagePath binary is: C:\\WINDOWS\\System32\\svchost.exe -k UnistackSvcGroup,"[""T1543.003""]","[""Persistence"", Privilege Escalation]","[""Windows Service""]"
5728,Normal,"May 2, 2025 @ 09:23:38.576",15,10.12.25.3,Windows11,Microsoft-Windows-Windows Defender/Operational,5007,2144,,,,,,,,,,,5,62154,Windows Defender: Antimalware platform feature configuration changed,,,
5729,Normal,"May 2, 2025 @ 09:23:38.576",15,10.12.25.3,Windows11,Microsoft-Windows-Sysmon/Operational,13,2848,,,,,,,NT AUTHORITY\\SYSTEM,,,,3,92307,Evidence of new service creation found in registry under HKLM\\System\\CurrentControlSet\\Services\\UnistoreSvc_786be\\ImagePath binary is: C:\\WINDOWS\\System32\\svchost.exe -k UnistackSvcGroup,"[""T1543.003""]","[""Persistence"", Privilege Escalation]","[""Windows Service""]"
5730,Normal,"May 2, 2025 @ 09:23:38.578",15,10.12.25.3,Windows11,Microsoft-Windows-Windows Defender/Operational,5007,2144,,,,,,,,,,,5,62154,Windows Defender: Antimalware platform feature configuration changed,,,
5731,Normal,"May 2, 2025 @ 09:23:38.578",15,10.12.25.3,Windows11,Microsoft-Windows-Windows Defender/Operational,5007,2144,,,,,,,,,,,5,62154,Windows Defender: Antimalware platform feature configuration changed,,,
5732,Normal,"May 2, 2025 @ 09:23:38.593",15,10.12.25.3,Windows11,Microsoft-Windows-Windows Defender/Operational,5007,2144,,,,,,,,,,,5,62154,Windows Defender: Antimalware platform feature configuration changed,,,
5733,Normal,"May 2, 2025 @ 09:23:38.660",15,10.12.25.3,Windows11,Security,4688,4,,,,,,,,,"\""C:\\WINDOWS\\system32\\wermgr.exe\"" -upload",,3,67027,A process was created.,,,
5734,Normal,"May 2, 2025 @ 09:23:38.660",15,10.12.25.3,Windows11,Security,4688,4,,,,,,,,,"\""C:\\WINDOWS\\system32\\wermgr.exe\"" -upload",,3,67027,A process was created.,,,
5735,Normal,"May 2, 2025 @ 09:23:38.662",15,10.12.25.3,Windows11,Microsoft-Windows-Windows Defender/Operational,5007,2144,,,,,,,,,,,5,62154,Windows Defender: Antimalware platform feature configuration changed,,,
5736,Normal,"May 2, 2025 @ 09:23:38.662",15,10.12.25.3,Windows11,Microsoft-Windows-Sysmon/Operational,13,2848,,,,,,,NT AUTHORITY\\SYSTEM,,,,3,92307,Evidence of new service creation found in registry under HKLM\\System\\CurrentControlSet\\Services\\UserDataSvc_786be\\ImagePath binary is: C:\\WINDOWS\\system32\\svchost.exe -k UnistackSvcGroup,"[""T1543.003""]","[""Persistence"", Privilege Escalation]","[""Windows Service""]"
5737,Normal,"May 2, 2025 @ 09:23:38.662",15,10.12.25.3,Windows11,Microsoft-Windows-Windows Defender/Operational,5007,2144,,,,,,,,,,,5,62154,Windows Defender: Antimalware platform feature configuration changed,,,
5738,Normal,"May 2, 2025 @ 09:23:38.662",15,10.12.25.3,Windows11,Microsoft-Windows-Sysmon/Operational,13,2848,,,,,,,NT AUTHORITY\\SYSTEM,,,,3,92307,Evidence of new service creation found in registry under HKLM\\System\\CurrentControlSet\\Services\\UserDataSvc_786be\\ImagePath binary is: C:\\WINDOWS\\system32\\svchost.exe -k UnistackSvcGroup,"[""T1543.003""]","[""Persistence"", Privilege Escalation]","[""Windows Service""]"
5739,Normal,"May 2, 2025 @ 09:23:38.663",15,10.12.25.3,Windows11,Microsoft-Windows-Windows Defender/Operational,5007,2144,,,,,,,,,,,5,62154,Windows Defender: Antimalware platform feature configuration changed,,,
5740,Normal,"May 2, 2025 @ 09:23:38.663",15,10.12.25.3,Windows11,Microsoft-Windows-Windows Defender/Operational,5007,2144,,,,,,,,,,,5,62154,Windows Defender: Antimalware platform feature configuration changed,,,
5741,Normal,"May 2, 2025 @ 09:23:38.677",15,10.12.25.3,Windows11,Microsoft-Windows-Windows Defender/Operational,5007,2144,,,,,,,,,,,5,62154,Windows Defender: Antimalware platform feature configuration changed,,,
5742,Normal,"May 2, 2025 @ 09:23:38.678",15,10.12.25.3,Windows11,Microsoft-Windows-Windows Defender/Operational,2000,2144,,,,,,,SYSTEM,,,,3,62130,Windows Defender: Antimalware definitions updated successfully,,,
5743,Normal,"May 2, 2025 @ 09:23:38.678",15,10.12.25.3,Windows11,Microsoft-Windows-Sysmon/Operational,13,2848,,,,,,,NT AUTHORITY\\SYSTEM,,,,3,92307,Evidence of new service creation found in registry under HKLM\\System\\CurrentControlSet\\Services\\webthreatdefusersvc_786be\\ImagePath binary is: C:\\WINDOWS\\system32\\svchost.exe -k LocalSystemNetworkRestricted -p,"[""T1543.003""]","[""Persistence"", Privilege Escalation]","[""Windows Service""]"
5744,Normal,"May 2, 2025 @ 09:23:38.682",15,10.12.25.3,Windows11,Microsoft-Windows-Windows Defender/Operational,2000,2144,,,,,,,SYSTEM,,,,3,62130,Windows Defender: Antimalware definitions updated successfully,,,
5745,Normal,"May 2, 2025 @ 09:23:38.682",15,10.12.25.3,Windows11,Microsoft-Windows-Sysmon/Operational,13,2848,,,,,,,NT AUTHORITY\\SYSTEM,,,,3,92307,Evidence of new service creation found in registry under HKLM\\System\\CurrentControlSet\\Services\\WpnUserService_786be\\ImagePath binary is: C:\\WINDOWS\\system32\\svchost.exe -k UnistackSvcGroup,"[""T1543.003""]","[""Persistence"", Privilege Escalation]","[""Windows Service""]"
5746,Normal,"May 2, 2025 @ 09:23:38.686",15,10.12.25.3,Windows11,Microsoft-Windows-Windows Defender/Operational,1000,2144,,,,,,,SYSTEM,,,,3,62107,Windows Defender: Antimalware scan started,,,
5747,Normal,"May 2, 2025 @ 09:23:38.714",15,10.12.25.3,Windows11,Microsoft-Windows-Windows Defender/Operational,2010,2144,,,,,,,,,,,3,62138,Windows Defender: Antimalware engine used Dynamic Signature Service to get additional definitions,,,
5748,Normal,"May 2, 2025 @ 09:23:38.722",15,10.12.25.3,Windows11,Microsoft-Windows-Windows Defender/Operational,2010,2144,,,,,,,,,,,3,62138,Windows Defender: Antimalware engine used Dynamic Signature Service to get additional definitions,,,
5749,Normal,"May 2, 2025 @ 09:23:38.827",16,10.12.25.5,Windows11EWS,Microsoft-Windows-Sysmon/Operational,1,2884,,,,,,,NT AUTHORITY\\SYSTEM,net.exe accounts,C:\\WINDOWS\\system32\\net1 accounts,,3,92031,Discovery activity executed,"[""T1087""]","[""Discovery""]","[""Account Discovery""]"
5750,Normal,"May 2, 2025 @ 09:23:38.828",16,10.12.25.5,Windows11EWS,Security,4688,4,,,,,,,,,\\??\\C:\\WINDOWS\\system32\\conhost.exe 0xffffffff -ForceV1,,3,67027,A process was created.,,,
5751,Normal,"May 2, 2025 @ 09:23:38.870",15,10.12.25.3,Windows11,Microsoft-Windows-Sysmon/Operational,1,2848,,,,,,,NT AUTHORITY\\SYSTEM,net.exe accounts,C:\\WINDOWS\\system32\\net1 accounts,,3,92031,Discovery activity executed,"[""T1087""]","[""Discovery""]","[""Account Discovery""]"
5752,Normal,"May 2, 2025 @ 09:23:38.872",15,10.12.25.3,Windows11,Security,4624,860,,Negotiate,User32,127.0.0.1,,,,,,,3,60118,Windows Workstation Logon Success,"[""T1078""]","[""Defense Evasion"", Persistence, Privilege Escalation, Initial Access]","[""Valid Accounts""]"
5753,Normal,"May 2, 2025 @ 09:23:38.872",16,10.12.25.5,Windows11EWS,Security,4688,4,,,,,,,,,C:\\WINDOWS\\system32\\net1 accounts,,3,67027,A process was created.,,,
5754,Normal,"May 2, 2025 @ 09:23:38.872",15,10.12.25.3,Windows11,Microsoft-Windows-Sysmon/Operational,1,2848,,,,,,,NT AUTHORITY\\SYSTEM,"\""C:\\Program Files (x86)\\ossec-agent\\wazuh-agent.exe\""",net.exe accounts,,3,92031,Discovery activity executed,"[""T1087""]","[""Discovery""]","[""Account Discovery""]"
5755,Normal,"May 2, 2025 @ 09:23:38.873",15,10.12.25.3,Windows11,Microsoft-Windows-Sysmon/Operational,1,2848,,,,,,,NT AUTHORITY\\SYSTEM,net.exe accounts,C:\\WINDOWS\\system32\\net1 accounts,,3,92031,Discovery activity executed,"[""T1087""]","[""Discovery""]","[""Account Discovery""]"
5756,Normal,"May 2, 2025 @ 09:23:38.874",15,10.12.25.3,Windows11,Security,4624,860,,Negotiate,User32,127.0.0.1,,,,,,,3,60118,Windows Workstation Logon Success,"[""T1078""]","[""Defense Evasion"", Persistence, Privilege Escalation, Initial Access]","[""Valid Accounts""]"
5757,Normal,"May 2, 2025 @ 09:23:38.875",15,10.12.25.3,Windows11,Microsoft-Windows-Sysmon/Operational,1,2848,,,,,,,NT AUTHORITY\\SYSTEM,"\""C:\\Program Files (x86)\\ossec-agent\\wazuh-agent.exe\""",net.exe accounts,,3,92031,Discovery activity executed,"[""T1087""]","[""Discovery""]","[""Account Discovery""]"
5758,Normal,"May 2, 2025 @ 09:23:38.876",15,10.12.25.3,Windows11,Security,4672,860,,,,,,,,,,,3,67028,Special privileges assigned to new logon.,"[""T1484""]","[""Defense Evasion"", Privilege Escalation]","[""Domain Policy Modification""]"
